2,73,69,80,83,85,79,75,58,86,56,66,69,78,71,74,75,80,76,66,68,87,72,83,51,74,72,63,61,70,82
2,70,61,86,83,88,79,84,56,86,64,81,64,77,81,63,69,75,81,49,60,83,83,86,45,66,63,69,60,38,85
2,58,58,87,86,89,90,81,50,80,52,82,47,64,64,73,83,74,86,67,63,84,84,79,44,44,37,35,38,46,85
2,70,61,75,74,77,71,63,36,75,59,81,51,71,75,34,34,55,76,64,34,82,79,70,38,69,69,71,63,42,73
2,60,56,66,65,68,69,52,34,64,50,61,55,56,54,60,64,60,71,56,56,69,67,49,35,39,48,31,36,45,66
3,79,66,80,84,85,84,79,54,82,69,70,68,79,78,72,73,77,77,56,74,82,82,77,56,71,70,76,75,67,84
2,72,62,82,82,85,80,76,32,84,64,76,38,72,76,68,68,66,80,60,64,86,86,68,44,36,50,46,74,22,82
2,70,48,82,78,84,82,78,32,83,47,83,44,64,62,33,32,69,89,33,29,44,88,63,41,26,46,37,33,35,81
2,71,67,75,73,80,80,74,55,76,67,71,60,76,75,66,76,77,86,45,59,55,77,78,50,57,50,62,53,51,78
2,59,42,81,78,84,64,61,31,79,54,70,53,57,68,33,55,68,91,33,31,54,85,66,25,45,33,50,50,29,78
2,66,47,75,78,77,81,77,58,79,22,34,43,60,54,53,54,64,78,48,32,82,83,54,53,51,46,25,35,32,77
2,52,40,79,78,79,85,71,25,77,38,69,34,54,55,68,55,55,76,62,50,89,80,24,34,23,40,21,41,19,77
2,67,43,80,75,77,51,76,44,75,59,72,51,65,64,73,72,77,81,69,63,90,76,64,43,52,25,55,70,46,76
2,60,49,77,74,74,69,74,40,85,37,62,55,60,59,60,62,69,83,46,46,49,68,27,22,26,30,32,30,31,75
2,53,35,76,68,76,81,66,25,77,40,55,35,58,41,66,62,67,77,31,39,73,81,58,22,50,36,59,68,30,75
2,67,51,74,67,78,81,68,36,76,53,67,39,74,80,38,35,75,81,45,54,65,71,81,56,49,73,72,69,44,75
2,58,39,76,75,77,78,72,34,70,49,68,43,69,67,50,52,63,82,52,49,54,83,67,42,50,44,45,50,25,75
2,60,36,77,76,78,69,68,16,73,22,65,31,55,46,61,66,69,75,70,60,72,73,37,13,19,20,24,30,16,74
2,59,62,69,73,74,73,63,57,75,70,59,54,75,72,58,55,88,83,52,59,73,74,70,53,70,65,55,68,44,74
2,58,48,72,73,78,77,67,31,68,43,58,38,58,56,48,49,67,85,46,50,68,75,61,22,38,29,33,35,28,73
2,54,39,72,65,75,68,63,31,65,47,65,39,65,61,51,65,76,87,41,58,77,81,69,41,41,48,56,31,22,73
2,62,50,74,66,81,76,56,26,66,48,37,45,69,66,36,58,71,88,30,40,62,73,80,30,68,62,63,39,37,73
2,54,46,73,68,73,82,65,37,76,49,54,30,57,58,51,53,76,85,34,39,69,75,50,30,24,25,26,31,28,73
2,55,46,70,70,71,74,66,33,66,51,63,34,63,61,62,63,66,89,38,41,64,80,34,35,38,55,58,65,14,72
2,52,41,72,69,73,74,65,31,65,57,54,39,62,60,31,46,35,83,56,59,90,73,61,40,47,45,50,51,54,72
2,54,50,75,69,75,61,55,13,71,19,55,13,49,45,53,69,67,79,45,55,66,73,15,15,12,12,15,19,14,71
2,44,29,70,72,75,72,78,33,73,40,58,31,49,44,46,40,74,73,63,59,80,74,42,27,25,22,33,42,25,71
2,42,30,70,70,69,70,66,25,72,31,62,49,54,36,60,66,71,83,69,61,76,72,40,40,27,13,36,52,23,71
2,41,16,78,68,72,73,61,61,63,38,65,39,36,41,55,53,68,88,58,57,75,78,57,18,45,22,21,44,27,71
2,70,69,67,68,67,76,68,39,71,64,66,64,70,71,53,55,81,73,70,55,63,64,62,42,53,73,45,51,44,71
2,66,58,73,69,72,68,71,52,66,61,64,62,66,64,69,68,79,81,48,59,64,68,65,50,44,31,37,59,38,71
2,64,54,69,67,67,66,70,39,69,49,64,58,69,72,68,67,75,75,69,64,78,75,50,36,38,42,37,42,38,71
2,64,65,68,69,71,71,70,32,69,36,47,47,58,56,79,75,73,73,67,47,75,67,59,37,52,37,43,56,26,70
2,66,56,72,70,72,66,60,59,68,22,59,65,64,61,66,65,65,78,62,57,74,63,44,25,30,48,26,44,37,70
2,53,39,71,68,71,64,66,37,73,45,59,27,61,52,67,65,70,77,44,55,71,69,43,37,42,30,31,45,28,70
2,57,48,67,68,70,70,68,22,65,34,56,35,58,48,47,55,60,90,39,37,48,70,49,24,32,23,24,30,24,70
2,58,39,75,66,68,69,63,32,70,47,71,41,63,46,56,56,68,76,59,67,83,70,42,31,35,39,36,37,35,70
2,48,23,71,64,70,80,63,29,63,48,61,30,57,59,48,52,71,83,48,47,83,73,66,33,15,19,20,45,30,70
2,53,56,62,62,66,72,51,57,83,47,52,57,58,58,64,67,84,74,64,59,82,75,56,58,54,52,37,49,50,69
2,64,63,70,68,69,73,71,72,68,66,57,70,65,60,74,71,67,72,78,68,91,61,46,43,44,43,54,52,53,69
2,51,46,67,67,69,70,67,25,70,29,68,36,56,51,64,67,55,75,59,61,77,65,59,29,31,25,25,36,25,69
2,50,44,72,65,70,78,63,48,66,48,54,29,57,63,47,51,70,90,30,44,33,68,64,34,27,39,26,26,55,69
2,45,34,65,65,71,78,60,30,65,30,62,23,52,53,66,66,80,82,55,58,75,71,31,22,27,22,31,21,23,69
2,55,36,70,56,71,74,71,18,69,42,64,40,61,55,34,33,55,83,45,48,57,74,59,23,34,38,38,38,29,69
2,65,59,71,69,70,66,49,40,68,58,66,46,70,65,67,65,74,72,60,46,46,73,70,38,54,37,43,35,43,69
3,55,49,65,64,67,68,55,52,69,51,46,32,61,73,56,59,60,83,60,45,65,72,55,28,33,63,27,51,19,68
2,62,56,68,69,71,59,71,27,67,67,71,57,63,72,65,65,64,66,67,56,65,67,66,39,65,44,41,44,44,68
2,57,42,67,67,65,69,60,33,70,47,59,32,57,47,72,73,70,75,59,65,81,69,42,29,47,45,27,45,31,68
2,50,39,66,67,66,70,64,34,67,48,65,32,61,64,52,58,69,66,60,62,70,74,46,24,32,33,31,35,22,67
2,63,51,69,64,67,65,56,31,64,59,65,29,65,72,61,62,66,77,55,65,65,66,76,36,71,64,67,44,34,67
2,58,40,65,63,66,73,64,36,65,47,55,33,68,60,51,56,76,75,65,67,72,63,57,28,35,42,40,38,33,67
2,59,60,63,67,66,65,58,38,62,47,60,58,62,54,74,76,72,83,85,74,90,53,43,36,41,37,33,30,36,67
2,50,45,66,65,67,67,60,28,68,58,66,55,63,60,48,47,59,73,58,59,67,70,57,29,38,48,52,42,40,67
2,33,25,63,65,67,78,66,24,65,33,57,25,37,33,61,59,74,80,53,41,77,69,33,17,22,27,28,34,29,66
2,63,61,70,68,65,53,60,49,62,58,43,64,63,52,70,74,68,66,72,63,56,54,69,42,51,70,52,31,31,66
2,55,39,62,61,64,77,62,26,64,61,52,33,63,65,63,67,80,75,59,68,70,58,69,40,65,34,31,36,32,66
2,41,21,70,63,67,68,61,23,64,37,64,30,39,43,51,49,60,81,30,51,86,61,66,27,46,38,33,42,26,66
2,68,61,67,63,65,74,65,61,61,59,72,55,67,61,70,63,82,75,57,62,63,54,60,48,66,59,58,58,51,66
2,56,42,57,63,67,64,55,22,70,42,71,37,54,56,53,46,65,85,52,60,58,70,53,31,46,23,32,51,38,66
2,50,41,59,68,71,48,55,29,58,30,44,55,61,62,63,63,62,85,43,43,66,65,46,30,22,35,28,42,30,65
2,54,28,62,72,70,56,73,27,69,33,52,21,63,22,53,53,65,65,60,37,71,45,39,17,23,27,21,31,23,65
2,53,33,68,65,67,65,56,31,50,44,36,29,62,52,68,73,73,80,59,70,61,67,59,30,22,40,29,36,20,65
2,44,33,63,62,64,62,64,53,62,59,58,52,57,55,66,63,64,72,62,62,71,70,42,35,37,46,48,48,39,65
2,45,37,67,57,60,82,64,30,62,40,64,28,45,56,32,34,56,85,46,40,62,67,47,32,25,25,31,44,28,65
2,57,39,60,54,64,71,55,26,57,29,53,20,56,51,60,68,69,75,42,42,73,70,39,31,26,38,25,33,29,64
2,64,65,59,55,58,58,63,49,70,62,48,42,67,63,71,69,70,63,59,69,62,64,59,53,59,41,63,45,45,64
2,52,46,66,66,67,65,48,12,59,15,50,12,48,33,60,64,68,81,48,42,75,55,23,12,11,13,17,19,17,64
2,46,32,65,62,65,68,55,24,57,31,42,29,48,39,52,52,62,88,38,39,44,63,44,26,28,35,30,48,36,64
2,45,22,63,65,63,66,47,24,56,43,41,18,45,37,66,50,60,83,32,33,70,68,51,32,35,22,28,50,23,64
2,53,42,64,66,67,58,62,29,65,46,61,31,56,46,70,65,74,67,63,67,62,60,43,28,24,26,34,35,29,64
2,48,36,61,65,68,65,52,25,60,33,51,33,37,31,62,55,60,75,53,48,66,63,61,38,37,32,50,43,32,63
2,46,39,59,60,59,73,59,36,62,39,51,43,49,39,53,51,74,85,46,32,72,58,41,38,45,33,46,41,39,63
