3,80,74,81,80,85,85,82,77,86,84,82,62,88,79,53,33,88,77,55,58,66,68,61,60,54,66,68,60,44,86
3,78,79,77,71,85,75,74,64,84,77,87,58,83,86,52,53,84,88,54,45,68,72,63,55,63,66,50,60,57,83
2,79,77,72,72,73,81,79,72,72,75,78,71,82,84,69,69,93,80,77,76,66,68,79,62,72,72,71,71,71,79
3,82,75,51,49,56,56,73,74,66,82,77,81,83,74,63,56,72,58,75,72,72,58,78,71,83,84,84,77,79,78
2,78,76,68,64,68,64,74,64,70,78,74,72,80,78,77,75,79,55,79,77,55,54,58,48,58,74,62,58,68,74
3,84,76,70,77,80,83,80,55,82,80,80,74,83,82,74,69,80,72,78,76,62,54,77,52,75,71,76,72,78,82
2,69,55,76,70,79,86,74,52,80,67,73,59,69,66,48,52,78,85,63,48,58,71,81,59,74,59,75,72,63,75
3,80,74,73,76,80,80,79,74,79,82,78,81,85,83,76,73,93,76,71,74,81,65,75,67,71,80,74,64,72,82
2,77,77,80,78,85,89,77,68,85,69,83,50,81,79,67,69,89,89,60,58,67,77,77,56,64,48,53,52,56,83
2,81,79,66,68,77,74,80,73,77,81,81,69,84,79,73,70,79,77,53,76,76,75,79,66,76,67,57,68,68,81
3,84,80,60,72,72,72,82,67,72,80,76,73,84,82,78,77,84,57,87,82,74,55,74,58,65,70,71,70,69,80
2,66,65,57,52,57,68,57,59,58,62,66,53,62,57,77,78,64,50,71,70,51,44,50,50,52,49,43,44,40,62
3,82,79,66,75,76,78,82,80,60,85,83,67,86,83,69,78,80,91,55,60,65,74,86,82,85,80,85,89,68,84
2,82,72,72,80,79,92,79,67,81,75,79,67,89,80,79,78,92,70,89,77,77,32,63,67,54,46,48,42,34,82
2,80,71,75,72,79,67,85,66,83,85,85,72,87,85,53,52,69,66,63,58,72,73,78,59,71,68,59,64,67,82
2,71,69,79,77,84,91,76,59,86,62,67,50,77,74,52,53,86,83,56,56,73,73,74,51,65,43,57,56,56,81
2,79,65,68,73,83,84,76,66,83,74,77,67,80,76,49,47,78,79,64,57,66,70,76,27,70,53,56,56,27,80
2,76,70,74,73,77,85,78,56,83,66,78,64,77,74,75,69,82,87,73,66,73,62,76,50,62,52,45,32,56,79
2,77,73,71,76,78,70,77,65,80,74,80,57,80,78,64,55,83,72,71,63,72,71,57,54,50,39,24,47,60,78
2,74,66,78,74,79,86,73,62,78,63,80,47,80,72,64,66,77,89,55,62,90,86,82,59,54,55,44,61,59,78
2,70,69,70,69,74,81,74,56,77,62,63,58,79,83,55,39,85,82,59,58,41,72,73,46,64,59,60,59,49,77
2,79,73,62,66,74,79,76,53,75,82,75,76,84,86,68,68,78,66,62,69,68,65,70,46,68,72,74,52,59,77
2,75,67,72,66,76,79,73,61,79,75,75,62,78,78,55,68,78,82,58,60,72,72,84,40,79,65,58,58,56,77
2,74,66,75,73,76,83,77,65,77,69,73,69,76,73,77,70,91,74,61,73,74,69,74,53,70,43,53,65,31,77
2,77,71,73,75,78,72,78,64,78,81,58,64,80,76,63,66,67,59,70,72,72,59,76,47,68,66,67,69,55,77
2,75,68,79,64,74,76,73,46,81,69,78,50,73,78,68,71,78,72,68,69,65,73,59,51,58,48,43,47,47,76
3,77,71,66,73,71,75,69,65,75,78,83,76,80,76,68,63,73,56,82,73,81,63,75,66,70,61,77,61,67,76
3,74,68,64,69,68,72,74,68,82,78,80,82,78,85,38,32,72,67,65,59,48,63,75,61,71,75,76,76,67,76
2,82,77,53,58,61,61,67,65,65,82,76,79,82,83,53,55,53,67,60,75,68,66,81,61,80,80,75,73,75,76
2,73,70,76,73,77,72,70,65,81,58,63,61,75,67,67,66,78,77,65,64,61,69,71,65,72,62,68,65,61,75
3,72,65,72,67,70,84,75,61,79,72,75,60,72,70,79,75,87,79,78,77,73,52,76,46,78,63,65,51,49,75
3,72,63,75,68,71,85,71,64,69,67,70,60,75,76,62,65,89,76,60,60,65,70,75,54,72,62,75,60,42,75
2,71,55,73,68,77,83,66,50,76,70,72,37,78,71,66,55,75,84,59,60,67,65,60,25,43,49,53,54,22,75
3,82,66,70,66,68,77,73,63,74,84,78,76,81,79,34,50,41,87,44,34,57,72,91,60,75,68,74,72,79,75
